-9.0000000e+00,0
-1.0000000e+01,0
-8.0000000e+00,0
-1.1000000e+01,0
-1.1000000e+01,0
-1.4000000e+01,0
-1.8000000e+01,0
-2.2000000e+01,0
-2.6000000e+01,0
-3.3000000e+01,0
-3.9000000e+01,0
-4.7000000e+01,0
-5.4000000e+01,0
-6.3000000e+01,0
-6.9000000e+01,0
-7.2000000e+01,0
-7.5000000e+01,0
-7.5000000e+01,0
-7.2000000e+01,0
-6.2000000e+01,0
-4.9000000e+01,0
-3.5000000e+01,0
-2.2000000e+01,0
-1.4000000e+01,0
-8.0000000e+00,0
-4.0000000e+00,0
-2.0000000e+00,0
-1.0000000e+00,0
-2.0000000e+00,0
-2.0000000e+00,0
-2.0000000e+00,0
-3.0000000e+00,0
-2.0000000e+00,0
-3.0000000e+00,0
-3.0000000e+00,0
-3.0000000e+00,0
-3.0000000e+00,0
-3.0000000e+00,0
-2.0000000e+00,0
-2.0000000e+00,0
-1.0000000e+00,0
-1.0000000e+00,0
0.0000000e+00,0
1.0000000e+00,0
3.0000000e+00,0
5.0000000e+00,0
5.0000000e+00,0
4.0000000e+00,0
6.0000000e+00,0
8.0000000e+00,0
8.0000000e+00,0
8.0000000e+00,0
8.0000000e+00,0
7.0000000e+00,0
9.0000000e+00,0
1.0000000e+01,0
1.1000000e+01,0
1.1000000e+01,0
1.2000000e+01,0
1.1000000e+01,0
1.0000000e+01,0
1.2000000e+01,0
1.3000000e+01,0
1.2000000e+01,0
1.3000000e+01,0
1.2000000e+01,0
1.1000000e+01,0
9.0000000e+00,0
7.0000000e+00,0
2.0000000e+00,0
-2.0000000e+00,0
-3.0000000e+00,0
3.0000000e+00,0
1.0000000e+01,0
1.3000000e+01,0
1.6000000e+01,0
1.8000000e+01,0
1.7000000e+01,0
1.6000000e+01,0
1.7000000e+01,0
1.8000000e+01,0
1.8000000e+01,0
1.7000000e+01,0
1.6000000e+01,0
1.9000000e+01,0
0.0000000e+00,0
-7.5000000e+01,0
-1.9300000e+02,0
-1.5800000e+02,0
2.3000000e+01,0
1.1200000e+02,0
1.0100000e+02,0
7.4000000e+01,0
3.8000000e+01,0
2.3000000e+01,0
1.6000000e+01,0
1.4000000e+01,0
1.1000000e+01,0
9.0000000e+00,0
8.0000000e+00,0
7.0000000e+00,0
5.0000000e+00,0
6.0000000e+00,0
6.0000000e+00,0
5.0000000e+00,0
1.0000000e+00,0
2.0000000e+00,0
0.0000000e+00,0
-4.0000000e+00,0
-8.0000000e+00,0
-1.4000000e+01,0
-2.0000000e+01,0
-2.6000000e+01,0
-3.3000000e+01,0
-4.1000000e+01,0
-4.5000000e+01,0
-5.0000000e+01,0
-5.5000000e+01,0
-5.5000000e+01,0
-5.3000000e+01,0
-4.5000000e+01,0
-3.3000000e+01,0
-1.8000000e+01,0
-5.0000000e+00,0
7.0000000e+00,0
1.6000000e+01,0
2.0000000e+01,0
2.2000000e+01,0
2.7000000e+01,0
2.8000000e+01,0
2.9000000e+01,0
2.7000000e+01,0
2.7000000e+01,0
2.6000000e+01,0
2.6000000e+01,0
2.6000000e+01,0
2.6000000e+01,0
2.8000000e+01,0
2.8000000e+01,0
2.6000000e+01,0
2.8000000e+01,0
2.8000000e+01,0
2.9000000e+01,0
2.9000000e+01,0
2.8000000e+01,0
3.1000000e+01,0
3.1000000e+01,0
3.1000000e+01,0
3.1000000e+01,0
3.1000000e+01,0
3.2000000e+01,0
3.2000000e+01,0
3.1000000e+01,0
3.3000000e+01,0
3.5000000e+01,0
3.4000000e+01,0
3.4000000e+01,0
3.5000000e+01,0
3.4000000e+01,0
3.6000000e+01,0
3.7000000e+01,0
3.1000000e+01,0
3.0000000e+01,0
2.3000000e+01,0
1.8000000e+01,0
1.9000000e+01,0
2.6000000e+01,0
2.8000000e+01,0
3.1000000e+01,0
3.7000000e+01,0
3.8000000e+01,0
4.1000000e+01,0
4.1000000e+01,0
3.9000000e+01,0
3.9000000e+01,0
3.9000000e+01,0
3.9000000e+01,0
3.7000000e+01,0
4.8000000e+01,0
4.6000000e+01,0
-1.5000000e+01,0
-1.3500000e+02,0
-1.6600000e+02,0
-1.3000000e+01,0
1.1200000e+02,0
1.1400000e+02,0
1.0100000e+02,0
6.4000000e+01,0
4.5000000e+01,0
3.6000000e+01,0
3.3000000e+01,0
3.0000000e+01,0
2.6000000e+01,0
2.2000000e+01,0
2.3000000e+01,0
2.1000000e+01,0
2.2000000e+01,0
2.3000000e+01,0
2.0000000e+01,0
1.6000000e+01,0
1.5000000e+01,0
1.3000000e+01,0
9.0000000e+00,0
7.0000000e+00,0
5.0000000e+00,0
-4.0000000e+00,0
-1.2000000e+01,0
-1.6000000e+01,0
-2.3000000e+01,0
-3.0000000e+01,0
-3.1000000e+01,0
-3.7000000e+01,0
-4.1000000e+01,0
-3.8000000e+01,0
-2.6000000e+01,0
-1.5000000e+01,0
-3.0000000e+00,0
9.0000000e+00,0
1.8000000e+01,0
2.5000000e+01,0
3.3000000e+01,0
3.6000000e+01,0
3.8000000e+01,0
3.4000000e+01,0
3.5000000e+01,0
3.7000000e+01,0
3.3000000e+01,0
3.5000000e+01,0
3.5000000e+01,0
3.3000000e+01,0
3.3000000e+01,0
3.3000000e+01,0
3.6000000e+01,0
3.4000000e+01,0
3.6000000e+01,0
3.6000000e+01,0
3.6000000e+01,0
3.6000000e+01,0
3.8000000e+01,0
3.8000000e+01,0
3.9000000e+01,0
4.0000000e+01,0
3.9000000e+01,0
3.9000000e+01,0
3.8000000e+01,0
3.8000000e+01,0
3.8000000e+01,0
3.6000000e+01,0
3.8000000e+01,0
3.8000000e+01,0
3.6000000e+01,0
3.7000000e+01,0
3.7000000e+01,0
3.4000000e+01,0
3.1000000e+01,0
2.7000000e+01,0
2.1000000e+01,0
1.7000000e+01,0
2.1000000e+01,0
2.7000000e+01,0
3.2000000e+01,0
3.3000000e+01,0
3.6000000e+01,0
3.7000000e+01,0
3.9000000e+01,0
3.9000000e+01,0
3.9000000e+01,0
3.6000000e+01,0
3.6000000e+01,0
3.3000000e+01,0
3.6000000e+01,0
3.1000000e+01,0
-2.2000000e+01,0
-1.3600000e+02,0
-2.3200000e+02,0
-8.5000000e+01,0
9.8000000e+01,0
1.1200000e+02,0
9.7000000e+01,0
6.1000000e+01,0
3.7000000e+01,0
2.6000000e+01,0
2.2000000e+01,0
2.0000000e+01,0
1.8000000e+01,0
1.4000000e+01,0
1.3000000e+01,0
1.3000000e+01,0
1.1000000e+01,0
9.0000000e+00,0
9.0000000e+00,0
6.0000000e+00,0
3.0000000e+00,0
1.0000000e+00,0
-2.0000000e+00,0
-6.0000000e+00,0
-1.0000000e+01,0
-1.8000000e+01,0
-2.4000000e+01,0
-3.3000000e+01,0
-4.1000000e+01,0
-4.8000000e+01,0
-5.4000000e+01,0
-5.9000000e+01,0
-5.9000000e+01,0
-5.8000000e+01,0
-4.8000000e+01,0
-3.9000000e+01,0
-2.5000000e+01,0
-1.2000000e+01,0
-2.0000000e+00,0
6.0000000e+00,0
1.3000000e+01,0
1.7000000e+01,0
1.8000000e+01,0
2.0000000e+01,0
2.0000000e+01,0
